ID,Course ID,Course Title,Course Description,Course Prerequisites,Department,Department ID
304,01:082:386,Sculpture of the 20th Century (3),"Significant developments in 20th-century sculpture,   including constructivism, kinetic sculpture, primary structures,   performance, and environmental works. One field trip.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
305,01:082:387,Realism (3),"Analysis of themes and characteristics of 19th-century   realist art, especially in England and France, and topics such as   photographic realism, orientalists, Pre-Raphaelites.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
306,01:082:388,The City of Rome (3),"Archaeology and architectural mythology of a city, its   buildings, and its planning from Romulus to Mussolini.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
307,01:082:389,Modern Art: 19th Century (3),Modern painting from romanticism through   postimpressionism. Field trips to museums.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
308,01:082:390,Modern Art: 20th Century (3),European painting and sculpture to World War II;   emphasis on American art from 1945 to the present. Field trips to museums.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
309,01:082:391,Nineteenth-Century Architecture in   the United States (3),"Overview of the social and intellectual history of architecture in the
United States to 1900. Role of architecture in societal transformations
(the development of nationhood, industrialization, and urbanization).
Emphasis on the invention of new building types, including
universities, government buildings, prisons, hospitals, railroad
stations, and the architecture of World's Fairs.","Prerequisites: 01:082:105,106 or permission of   instructor. Cross-listed with 01:050:309. Special notation: credit not   given for both this course and 01:050:309.",Art History,082
310,01:082:392,Twentieth-Century Architecture (3),"European and American architecture and planning from   1900 to the present; emphasis on major architects, styles, and buildings   from art nouveau to postmodernism.","Prerequisites: 01:082:105,106 or 276 or 391 or   permission of instructor.",Art History,082
311,01:082:393,Architecture and Society in Latin   America (3),Architecture in Latin America after the Conquest;   emphasis on urban development from the Laws of the Indies to Brasilia in    social and historical contexts.,"Prerequisites: 01:082:105,106 or 276 or 391, 392, or   permission of instructor. Credit not given for both this course and 01:590:  393.",Art History,082
312,01:082:394-395,"Art in Paris: Spaces and Places   (3,3)","Development of architecture, sculpture, and painting   in the city from the time of the Caesars through the present. Changes in   art in relation to political and social conditions. Taught on site.",,Art History,082
313,01:082:396,Impressionism (3),"Subjects, style, and social significance of   19th-century French impressionism, including Manet, Monet, Degas, and   themes of women, cafe society, urbanization, leisure.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
314,01:082:397,Medieval Architecture (3),"Western European and Byzantine architecture from the   3rd through the 14th century. Emphasis on planning and structure in the   Early Christian basilica, the Middle Byzantine church, and the Gothic   cathedral.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
315,01:082:398,Nineteenth-Century French Prints (3),Seminar in the history of 19th-century French prints   and their relation to social development of the period.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
316,01:082:399,Classical Architecture from Ancient   to Modern Times (3),An investigation of classical architecture and theory   from antiquity through the Renaissance to the present.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
317,01:082:400,Postimpressionism (3),"Late 19th-century art from 1880 through 1914;   historical, political, cultural analyses; painting, sculpture, prints;   Symbolism, Nabis, Rosicrucians. Artists studied include Cezanne, Gauguin,   Rodin, Seurat, Toulouse-Lautrec, Van Gogh.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
318,01:082:417,Cubism and Abstract Art (3),Intensive study of early modernists in France and   parallel developments in Italy (futurism) and elsewhere. Abstract painting   from the 1920s to the present. One field trip.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
319,01:082:420,African Architecture (3),In-depth study of various concepts and traditional   forms of shelter in Africa south of the Sahara.,Prerequisites: Introductory courses in art history or   African studies or permission of instructor.,Art History,082
320,01:082:421,Contemporary American Architecture   (3),"Contribution of the modern masters (Wright, Gropius,   Mies van der Rohe, and Le Corbusier) and their American students in   the 1950s and early 1960s. Postmodern architecture of the late 1960s and   1970s.",Prerequisite: 01:082:276 or permission of instructor.,Art History,082
321,01:082:423,American Landscape Painting (3),Landscape painting in America from ca. 1780 to the   present.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
322,01:082:428,The Modern City (3),"Architecture and urban design in select European and   American cities from the 18th century to the present. Attention to   political, socioeconomic, and cultural contexts.","Pre- or corequisites: 01:082:391, 392 or permission of   instructor.",Art History,082
323,01:082:430,Seminar in Cultural Heritage   Preservation (3),"Examines historic preservation and heritage   conservation issues within a global and transcultural context. Topics   include the illicit trade in historic material, looting and pillage of   monuments and sites, national and international preservation laws and   treaties, and model historic preservation projects.",,Art History,082
324,01:082:431,Theories and Methods of Architectural   Preservation (3),"Political, social, and cultural significance of   historic buildings and sites throughout the United States and abroad.   Overview of the origins of architectural conservation in Europe.   Contemporary theories, methods, techniques, and problems in the field   of historic preservation.",,Art History,082
325,"01:082:441,442","Special Topics in Historic   Preservation (3,3)",Special studies in particular theoretical and   practical aspects of historic preservation and conservation. Designed   by individual instructor.,Special notation: open to students in program in   historic preservation or by permission of instructor.,Art History,082
326,01:082:444,Studies in Architectural Preservation   (3),"Description: study of the history and theories of   architectural preservation, introduction to documentation and investigative   techniques, modern methods of conservation, regulatory and legal concerns,   designs for historic districts.",,Art History,082
327,01:082:445,Studies in the Art and Architecture   of New Jersey (3),"The distinct contributions of New Jersey's art and architecture to a
broader history of American visual arts, from colonial times to the
present day.",,Art History,082
328,01:082:446,Studies in American Architecture (3),"The role of North American architecture in art   history. Contribution of individual architects, periods, and styles from   Federalist beginnings through the 19th and early 20th century.",,Art History,082
329,"01:082:447,448","Internship in Historic   Preservation (3,3)",Supervised internship in the field of cultural   heritage conservation and preservation at an approved institution.,Prerequisite: Permission required.,Art History,082
